model_family,target_column,forecast_origin,draw_id,horizon,target_quarter,value
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,14,8,2027Q4,1.984513270208717
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,15,1,2026Q1,3.2802605808938874
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,15,2,2026Q2,3.7274549093151728
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,15,3,2026Q3,4.267467761664954
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,15,4,2026Q4,4.868773661657382
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,15,5,2027Q1,5.3627783592117915
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,15,6,2027Q2,5.813798194054164
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,15,7,2027Q3,6.205242606186978
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,15,8,2027Q4,6.186913839675464
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,16,1,2026Q1,3.7017885833166946
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,16,2,2026Q2,4.0988644887513015
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,16,3,2026Q3,4.560954566854613
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,16,4,2026Q4,4.621965977113771
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,16,5,2027Q1,4.336667570558191
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,16,6,2027Q2,3.9286946507335783
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,16,7,2027Q3,3.4514240602848214
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,16,8,2027Q4,3.5206683858988854
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,17,1,2026Q1,3.3603507662944927
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,17,2,2026Q2,3.2466524150398497
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,17,3,2026Q3,3.0330825312974983
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,17,4,2026Q4,3.1552833553214326
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,17,5,2027Q1,2.7472136631305006
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,17,6,2027Q2,2.6221189166362047
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,17,7,2027Q3,2.4959670485889753
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,17,8,2027Q4,2.456443460653533
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,18,1,2026Q1,3.2955432580118202
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,18,2,2026Q2,3.2985615224370948
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,18,3,2026Q3,3.049227506363648
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,18,4,2026Q4,2.7858191638310177
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,18,5,2027Q1,2.6450297323957956
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,18,6,2027Q2,2.631752978076947
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,18,7,2027Q3,2.801372364834389
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,18,8,2027Q4,3.1970703004937335
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,19,1,2026Q1,3.279167497440332
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,19,2,2026Q2,3.355994362425978
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,19,3,2026Q3,3.304050121511757
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,19,4,2026Q4,3.466093258467952
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,19,5,2027Q1,3.4480277485802695
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,19,6,2027Q2,3.467996716322829
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,19,7,2027Q3,3.540747370849651
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,19,8,2027Q4,3.447224172486733
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,20,1,2026Q1,3.3022506767894515
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,20,2,2026Q2,3.0400567222626176
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,20,3,2026Q3,2.688418117507917
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,20,4,2026Q4,2.855827368967474
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,20,5,2027Q1,2.6745981275558424
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,20,6,2027Q2,2.8282083627752557
ensemble_trimmed_mean,trimmed_mean_cpi_yoy,2025Q4,20,7,2027Q3,3.1517509904140604
